description	TRUE	dict+rule	Stanza	TJBatch	transformer-bert	spacy	ht-bert	fine-tuned-bert	whole-mask-bert
The BLOM Stock Index which covers both markets rose 0.04 percent to 903.09 and the LISPI index rose 0.02 percent to 81.58 .	[]	[]	[]	['rose', 'rose']	[]	[]	[]	[]	[]
- Beirut editorial ( 961 1 ) 864148 353078 861723	[]	[]	[]	set()	[]	[]	[]	[]	[]
Zenith lands $ 1 billion contract , plans $ 100 million plant .	[]	['zenith']	[]	set()	[]	[]	[]	[]	[]
Susan Nadeau	['Susan', 'Nadeau']	['susan']	['Susan Nadeau']	['susan']	['Susan', 'Nadeau']	['susan nadeau']	['Susan', 'Nadeau']	['Susan', 'Nadeau']	['Susan', 'Nadeau', 'susan', 'nadeau']
CHICAGO 1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
A consortium of telephone companies and The Walt Disney Co .	[]	[]	[]	set()	[]	[]	[]	[]	[]
said Thursday it had signed a $ 1 billion contract with Zenith to make digital televison set-top boxes for its home entertainment service .	[]	['zenith']	[]	set()	[]	[]	[]	[]	[]
The announcement of the contract for 3 million set-top boxes gave new hope to Zenith , which has struggled with years of losses .	[]	['zenith']	[]	set()	[]	[]	[]	[]	[]
""" This really indicates we 're back in the business , "" William Luehrs , president of the Glenview , Ill.-based company 's Networks Services Division , said in a telephone interview . """	['William', 'Luehrs']	[]	['William Luehrs']	set()	['William', 'Luehrs']	['william luehrs']	['Luehrs']	['William', 'Luehrs']	['Luehrs', 'William', 'william', 'luehrs']
"Anytime somebody gets the opportunity to enter the next era with such a big bang has got to be seen as a strong message to the industry . """	[]	['era']	[]	set()	[]	[]	[]	[]	[]
Following the announcement , Zenith 's stock soared $ 5.50 to $ 16.875 on the New York Stock Exchange .	[]	['zenith']	[]	set()	[]	[]	[]	[]	[]
The consortium , called Americast , said the contract was part of its strategy to develop and market the next generation in home entertainment .	[]	[]	[]	set()	[]	[]	[]	[]	[]
In addition to Disney , Americast 's partners are phone companies Ameritech Corp. , BellSouth Corp. , GTE Corp. and SBC Communications .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Americast said Southern New England Telecommunications Corp. has signed a letter of intent to join the group , which plans to provide a home entertainment service similar to cable television .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Zenith also said it planned to build a new $ 100 million plant in Woodridge , Ill .	[]	['zenith']	[]	set()	[]	[]	['Woodridge']	[]	[]
, to make picture tubes for 32- and 35-inch screen TV sets .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The company currently buys the tubes from competitors .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The new plant , which is dependent on obtaining financing , will create about 280 new jobs , Zenith said .	[]	['zenith']	[]	set()	[]	[]	[]	[]	[]
The contract calls for production of the set-top boxes over five years .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Luehrs said manufacturing will begin and revenue will start to roll in during the first half of next year .	['Luehrs']	[]	[]	set()	['Luehrs']	[]	[]	[]	['Luehrs', 'luehrs']
The boxes will be made on a build-to-order basis .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Zenith will convert its Chihuahua , Mexico , analogue set-top box plant to manufacture the digital boxes .	[]	['zenith']	[]	set()	[]	[]	[]	[]	[]
Luehrs declined to say when the operation was expected to be profitable .	['Luehrs']	[]	[]	set()	['Luehrs']	[]	[]	['Luehrs']	['Luehrs', 'luehrs']
Americast will provide the boxes to subscribers as part of the service .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Its service is being introduced in selected markets across the United States .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Luehrs said digital technology in set-top boxes is only the beginning and said the technology will eventually show up in retail consumer electronics .	['Luehrs']	[]	[]	set()	['Luehrs']	['luehrs']	[]	['Luehrs']	['Luehrs', 'luehrs']
""" We 'll build a lot of these devices into television sets , for digital television , "" he said . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Although that is not where this particular contract is headed , the fact that there is a strong Zenith presence will pay us dividends in the future . """	[]	['zenith']	[]	set()	[]	[]	[]	[]	[]
Zenith has been plagued by generally soft conditions in the colour television industry , reporting full-year losses since 1989 .	[]	['zenith']	[]	set()	[]	[]	[]	[]	[]
Last month , it reported a second-quarter loss of $ 33.2 million , or 51 cents a share , vs. a loss of $ 45.3 million , or 97 cents a share , a year earlier .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Last November , South Korea-based LG Electronics Inc. bought a majority stake in Zenith .	[]	['zenith']	[]	set()	[]	[]	['Electronics']	[]	[]
Robert Gutenstein , an analyst for Kalf , Voorhis & Co .	['Robert', 'Gutenstein']	[]	['Robert Gutenstein']	set()	['Robert', 'Gutenstein']	['robert gutenstein']	['Robert', 'Gutenstein', 'Kalf', 'Voorhis']	['Robert', 'Gutenstein', 'Kalf', 'Voorhis']	['Robert', 'robert', 'gutensteinoor']
", said the contract was "" not unique , but it 's big . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" Digital is coming , it 's economic and the question is what will make the consumer happy and at what price . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
Natural Law Party says it can meditate problems away .	[]	[]	[]	set()	[]	[]	[]	[]	[]
WASHINGTON 1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
"From the people who brought you hundreds of "" yogic fliers "" who claimed to defy nature by levitating comes The Natural Law Party , a minor political party that nominated a presidential candidate on Thursday ."	[]	[]	[]	set()	[]	[]	['candidate']	[]	[]
At a hotel convention here , the party associated with the Transcendental Meditation ( TM ) movement named physicist John Hagelin as its presidential nominee for the Nov. 5 election .	['John', 'Hagelin']	[]	['John Hagelin']	set()	['John', 'Hagelin']	['john hagelin']	['John', 'Hagelin']	['John', 'Hagelin']	['John', 'Hagelin', 'ental', 'john', 'hagelin']
The party is running on a platform claiming it can ward off problems before they occur through techniques such as mass meditation that would reduce stress , crime , terrorism and even wars .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" Social stress can be reduced and problems such as crime and violence will automatically decrease , "" said a party paper ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
Many party members are practitioners of TM , which involves meditating to a repeated word or phrase , called a mantra .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Some advanced TM followers contend they can actually mediate to such a point that they fly .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"But in a demonstration of "" yogic flying "" several years ago , critics said the people were merely bouncing off the ground from a sitting position ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
Huge Windows 95 sales fail to meet expectations .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Martin Wolk	['Martin', 'Wolk']	[]	['Martin Wolk']	set()	['Martin', 'Wolk']	['martin wolk']	['Martin', 'Wolk']	['Martin', 'Wolk']	['Wolk', 'Martin', 'martin', 'wolk']
SEATTLE 1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
A year after its massively publicized introduction , Microsoft Corp. 's Windows 95 computer operating system has fallen short of the most optimistic expectations for the software giant and the industry .	[]	[]	[]	set()	[]	[]	['Microsoft']	[]	[]
Even though more than 40 million copies of Windows 95 have been sold , making it the fastest-selling new software ever , it would have been impossible for any product to live up to the unprecedented hype of the Aug. 24 , 1995 launch , when stores around the world opened at midnight to greet long lines of customers .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The Redmond , Wash.-based company spent tens of millions of dollars promoting the product with stunts that included buying the entire print run of the Times of London and lighting New York 's Empire State building in a Windows color scheme .	['Redmond']	[]	[]	['london']	[]	[]	[]	[]	[]
But the product , delivered eight months late , has fallen short of its sales potential in part because Microsoft delivered a mixed message to business customers , analysts said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" It did n't do as well as it could have , "" said Rob Enderle , an analyst with Giga Information Group ."	['Rob', 'Enderle']	[]	['Rob Enderle']	set()	['Rob', 'Enderle']	['rob enderle']	['Rob', 'Giga']	['Rob', 'Enderle']	['Enderle', 'Rob', 'rob', 'enderle']
Scores of software and hardware companies that had hoped for a big boost in sales were disappointed when only a brief spike materialized .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" People who were expecting major coat-tails were somewhat disappointed , "" said Scott Winkler , an analyst with Gartner Group ."	['Scott', 'Winkler']	[]	['Scott Winkler']	set()	['Scott', 'Winkler']	['scott winkler']	['People', 'Scott', 'Winkler', 'Group']	['Scott', 'Winkler']	['Scott', 'scott']
""" It 's not as though it has n't had an impact , "" he said . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
"It just has n't had the huge earth-shattering impact some people were looking for . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
Symantec Corp. , which had been among the most bullish of software companies at the time of the Windows 95 launch , ended up posting disappointing financial results when retail sales of the operating system fell short of its projections .	[]	[]	[]	set()	[]	[]	['Corp']	[]	[]
Touchstone Software Corp. had to pay $ 1.3 million in cash and stock to settle a shareholders lawsuit brought after the company 's sales failed to meet expectations tied to the Windows 95 launch .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Many software developers apparently saw their crucial holiday season sales suffer last year because store shelves were jammed with blue-and-white boxes of Windows 95 , resulting in a shortage of space for seasonal products , said Ann Stephens , president of PC Data Inc .	['Ann', 'Stephens']	['ann']	['Ann Stephens']	['ann']	['Ann', 'Stephens']	['ann stephens']	['Ann', 'PC']	['Ann', 'Stephens']	['Ann', 'ann']
To be sure , sales of Windows 95 and the accompanying Office 95 upgrade drove Microsoft sales up 46 percent last year to a record $ 8.67 billion and cemented the company 's status as the industry 's dominant company .	[]	[]	[]	set()	[]	[]	['Microsoft']	[]	[]
Microsoft executives say they are thrilled with the sales figures , and industry analysts estimate that by sometime next year , the installed base of Windows 95 will surpass that of the older version of Windows , now used on about 100 million computers worldwide .	[]	[]	[]	set()	[]	[]	[]	[]	[]
But Enderle said the figure could have been even higher if Microsoft had done a better job of handling the huge demand for technical support from customers who were frustrated trying to install the system .	['Enderle']	[]	[]	set()	['Enderle']	['enderle']	['Microsoft']	['Enderle']	[]
He and other analysts said corporate America adopted a go-slow approach because Microsoft already was promoting the new version of its high-end Windows NT operating system , expected to be available in stores in the next several weeks .	[]	[]	[]	set()	[]	[]	['Microsoft']	[]	[]
""" Microsoft sent a lot of signals that NT was going to be the answer , "" Winkler said . """	['Winkler']	[]	['Winkler']	set()	['Winkler']	['winkler']	['Microsoft']	['Winkler']	['Winkler', 'winkler']
"Many people began to believe that Windows 95 was being downplayed . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
But now that Windows NT 4.0 has been launched , Winkler and others believe only a relatively small proportion of corporate users will elect to pay the added software and hardware costs needed to use it instead of Windows 95 .	['Winkler']	[]	['Winkler']	set()	['Winkler']	['winkler']	[]	[]	['Winkler', 'winkler']
""" Windows 95 is going to do great , "" he said . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
"The mistake people made was in thinking it was going to be a fast , sweeping change rather than a slow , building change . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
U.S. says still committed to Cuba migration pacts .	[]	[]	[]	set()	[]	[]	[]	[]	[]
WASHINGTON 1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
The United States said on Thursday it remained committed to migration accords with Cuba and would continue to repatriate intercepted Cuban migrants who attempted to enter U.S. territory illegally .	[]	[]	[]	set()	[]	[]	[]	[]	[]
A State Department statement appeared in part a response to Cuban complaints that Washington was jeopardising the accords by failing to return some of the Cubans involved in recent illegal migration incidents .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" The United States reiterates its full commitment to the implementation "" of the accords signed by the two countries in 1994 and 1995 , said the statement by spokesman Glyn Davies ."	['Glyn', 'Davies']	['davies']	['Glyn Davies']	set()	['Glyn', 'Davies']	['glyn davies']	[]	['Glyn', 'Davies']	['Glyn', 'glyn']
""" The United States will continue to return Cuban migrants intercepted at sea who seek to enter the United States or the Guantanamo Naval Base illegally , "" it said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Washington would also take "" prompt and effective law enforcement action "" against alien smuggling and hijackings from Cuba , it added ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Davies told reporters the statement would be distributed in the Cuban exile community in Miami "" to remind everyone of the importance of abiding by the accords and avoiding dangerous attempts to cross the straits "" from Cuba to Florida ."	['Davies']	['davies']	['Davies']	set()	['Davies']	['davies']	[]	['Davies']	['Davies', 'davies']
Havana 's complaints centred on an incident in which a boatload of emigrants capsized in the Florida Straits last week and two recent aircraft hijackings from Cuba .	[]	['havana']	[]	set()	[]	[]	[]	[]	[]
Sixteen of those picked up from the boat were returned to Cuba but eight were taken to the United States and three to Guantanamo Bay , a U.S. base on Cuba , until they emigrated to another nation .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The most recent hijacking , last Friday , involved three hijackers and the pilot of a small aircraft .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Davies said on Tuesday the pilot could soon return to Cuba but U.S. authorities planned to try the hijackers .	['Davies']	['davies']	['Davies']	set()	['Davies']	['davies']	[]	['Davies']	['Davies', 'davies']
In an incident on July 7 , a Cuban interior ministry official hijacked a commercial plane and sought aylum at Guantanamo Bay .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Davies said he knew of no plans to return the man to Cuba .	['Davies']	['davies']	['Davies']	set()	['Davies']	[]	[]	['Davies']	['Davies', 'davies']
Wis .	[]	[]	[]	set()	[]	[]	['Wis']	[]	[]
says is first state to apply for new welfare .	[]	[]	[]	set()	[]	[]	[]	[]	[]
CHICAGO 1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
In keeping with its pioneering image in the area of welfare , Wisconsin was the first state to submit an administrative plan under the nation 's new welfare law , Gov .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Tommy Thompson said Thursday .	['Tommy', 'Thompson']	['tommy']	['Tommy Thompson']	set()	['Tommy', 'Thompson']	['tommy thompson']	[]	['Tommy', 'Thompson']	['Tommy', 'tommy']
According to a new release from the governor , Wisconsin submitted a plan to the U.S. Department of Health and Human Services for administration of the new block grant system for welfare just minutes after President Bill Clinton signed the measure into law Thursday .	['Bill', 'Clinton']	[]	['Bill Clinton']	set()	['Bill', 'Clinton']	['bill clinton']	['Bill']	['Bill', 'Clinton']	['Bill', 'bill']
""" As the nation 's leader in welfare reform , Wisconsin is far ahead of the curve and ready to go under this new system , "" Thompson said ."	['Thompson']	[]	['Thompson']	set()	['Thompson']	['thompson']	['Wisconsin']	['Thompson']	['Thompson', 'thompson']
Still , the governor said the new law does not go as far as the state 's own welfare reform program , dubbed W-2 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
He said that despite the new law , Wisconsin will still require federal waivers allowing the working poor to acquire health care coverage from the state , a 60-day residency requirement for participation in the welfare program , and child support collections to go directly to custodial parents .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The nation 's new welfare reform law limits eligibility , gives states more power and ends direct federal aid for poor children .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- Karen Pierog , 312-408-8647	['Karen', 'Pierog']	['karen']	['Karen Pierog']	['karen']	['Karen', 'Pierog']	['-- karen pierog']	['Karen', 'Pierog']	['Karen', 'Pierog']	['Pierog', 'Karen', 'karen', 'pierog']
Snoozing Vietnamese man takes slow train to Alaska .	[]	[]	[]	set()	[]	[]	[]	[]	[]
ANCHORAGE , Alaska 1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
A Vietnamese man who tried to take a snooze in a railway boxcar in Canada found himself locked in and bound for Alaska with no food or water .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Officials in the port of Whittier said on Thursday that they found Tuan Quac Phan , 29 , dehydrated , famished and terrified after sailing to Alaska from Canada in the boxcar loaded on a barge , a trip that takes about five days .	['Tuan', 'Quac', 'Phan']	[]	['Tuan Quac Phan']	set()	['Tuanua', 'Quac', 'Phan']	['tuan quac phan']	[]	[]	['Phan', 'Tuan', 'Quac', 'tuan', 'quac', 'phan']
