description	true_names
The two buses collided head on at 5 o'clock this morning on the road between the towns of Rousse and Veliko Tarnovo police said . 	[]
A Romanian woman Maria Marco 35 was killed . 	['Maria', 'Marco']
The accident was being investigated police added . 	[]
-- Sofia Newsroom 359-2-84561 	[]
OFFICIAL JOURNAL CONTENTS - OJ L 211 OF AUGUST 21 1996 . 	[]
* 	[]
( Note - contents are displayed in reverse order to that in the printed Journal ) 	[]
* 	[]
Corrigendum to Commission Regulation ( EC ) No 1464/96 of 25 July 1996 relating to a standing invitation to tender to determine levies and / or refunds on exports of white sugar ( OJ No L 187 of 26.7.1996 ) 	[]
Corrigendum to Commission Regulation ( EC ) No 658/96 of 9 April 1996 on certain conditions for granting compensatory payments under the support system for producers of certain arable crops ( OJ No L 91 of 12.4.1996 ) 	[]
Commission Regulation ( EC ) No 1663/96 of 20 August 1996 establishing the standard import values for determining the entry price of certain fruit and vegetables END OF DOCUMENT . 	[]
In Home Health to appeal payment denial . 	[]
MINNETONKA Minn . 	[]
1996-08-22 	[]
In Home Health Inc said on Thursday it will appeal to the U.S. Federal District Court in Minneapolis a decision by the Health Care Financing Administration ( HCFA ) that denied reimbursement of certain costs under Medicaid . 	[]
The HCFA Administrator reversed a previously favorable decision regarding the reimbursement of costs related to the company 's community liaison personnel it added . 	[]
The company said it continues to believe the majority of the community liaison costs are coverable under the terms of the Medicare program . 	[]
""" We are disappointed with the administrator 's decision but we continue to be optimistic regarding an ultimate favorable resolution "" Mark Gildea chief executive officer said in a statement . "	['Mark', 'Gildea']
In Home Health said it previously recorded a reserve equal to 16 percent of all revenue related to the community liaison costs . 	[]
Separately In Home Health said the U.S. District Court in Minneapolis ruled in its favor regarding the reimbursement of certain interest expenses . 	[]
This decision will result in the reimbursement by Medicare of $ in disputed costs . 	[]
""" This is our first decision in federal distrct court regarding a dispute with Medicare "" Gildea said . "" "	['Gildea']
"We are extremely pleased with this decision and we recognize it as a significant step toward resolution of our outstanding Medicare disputes . "" "	[]
-- Chicago Newsdesk 312-408-8787 	[]
Oppenheimer Capital to review Oct. div . 	[]
NEW YORK 1996-08-22 	[]
Oppenheimer Capital LP said on Thursday it will review its cash distribution rate for the October quarterly distribution assuming continued favorable results . 	[]
The company which reported improved first quarter earnings for the period ended July 31 1996 declared a quarterly distribution of $ 0.65 per partnership unit for the quarter ended July . 	[]
Best sees Q2 loss similar to Q1 loss . 	[]
RICHMOND Va . 	[]
1996-08-22 	[]
Best Products Co Chairman and Chief Executive Daniel Levy said Thursday he expected the company 's second-quarter results to be similar to the $ 34.6 million loss posted in the first quarter . 	['Daniel', 'Levy']
"He also told Reuters before the retailer 's annual meeting that the second quarter could be better than the first quarter ended May 4 . "" "	[]
"We could do even better "" he said . "	[]
The second-quarter results are expected to be released in September . 	[]
Levy said seeking bankruptcy protection was not under consideration . 	['Levy']
Best emerged from Chapter 11 bankruptcy protection in June 1994 after 3-1/2 years . 	[]
""" Bankruptcy is always possible particularly when you lose what we are going to lose in the first half of this year "" Levy said . "" "	['Levy']
"But this is not something we are striving to do . "" "	[]
The Richmond-based retailer lost $ 95.7 million in the fiscal year ended February 3 . 	[]
That was the second-largest loss in the company 's history . 	[]
Levy said that Best planned to open two new stores this fall . 	['Levy']
The company announced in March that it was closing seven stores and backing out of nine new lease agreements . 	[]
At the time Best said it did not plan to open any new stores this fall . 	[]
It currently operates 169 stores in 23 states . 	[]
For last year 's second quarter which ended July 29 1995 Best posted a loss of $ 7.1 million or $ 0.23 per share on sales of $ 311.9 million . 	[]
Measles exposure can lead to bowel disease - study . 	[]
LONDON 1996-08-23 	[]
Women who get measles while pregnant may have babies at higher risk of Crohn 's disease a debilitating bowel disorder researchers said on Friday . 	['Crohn']
Three out of four Swedish babies born to mothers who caught measles developed serious cases of Crohn 's disease the researchers said . 	['Crohn']
Dr Andrew Wakefield of the Royal Free Hospital School of Medicine and colleagues screened babies delivered at University Hospital Uppsala between 1940 and 1949 . 	['Andrew', 'Wakefield']
Four of the mothers had measles while pregnant . 	[]
""" Three of the four children had Crohn 's disease "" Wakefield 's group wrote in the Lancet medical journal . "	['Crohn', 'Wakefield']
Crohn 's is an inflammation of the bowel that can sometimes require surgery . 	['Crohn']
It causes diarrhoea abdominal pain and weight loss . 	[]
The researchers said the three children involved had especially severe cases . 	[]
Exposure to viruses can often cause birth defects . 	[]
Most notably women who get rubella ( German measles ) have a high risk of a stillborn baby . 	[]
All the key numbers - CBI August industrial trends . 	[]
LONDON 1996-08-23 	[]
Following are key data from the August monthly survey of trends in UK manufacturing by the Confederation of British Industry ( CBI ) . 	[]
CBI MONTHLY TRENDS ENQUIRY ( a ) AUG JULY JUNE MAY 	[]
- total order book - 10 - 22 - 13 - 17 	[]
- export order book - 14 - 13 - 11 - 7 	[]
- stocks of finished goods +17 +19 +17 +25 	[]
- output expectations * +22 +22 +12 +16 	[]
- domestic price expectations * 0 - 1 +6 +4 	[]
NOTES - * over the coming four months ; 	[]
- ( a ) in percent giving balance between those 	[]
"replying "" above normal "" and those replying "" below normal . "" "	[]
The survey was conducted between July 23 and August 14 and involved companies representing 50 industries accounting for around half of the UK 's manufactured exports and some two million employees . 	[]
-- Rosemary Bennett London Newsroom +44 171 542 7715 	['Rosemary', 'Bennett']
London shipsales . 	[]
LONDON 1996-08-22 	[]
- Secondhand tonnage brokers reported the sale of the following vessels . 	[]
Iron Gippsland - ( built 1989 ) dwt sold to Greek buyers for $ 30 million . 	[]
Sairyu Maru No : 2 - ( built 1982 ) dwt sold to Greek buyers for $ 15.5 million . 	[]
Stainless Fighter - ( built 1970 ) dwt sold at auction for $ 6 million . 	[]
Some of these sales may not be final as they may be subject to inspection survey or other conditions . 	[]
Garlic pills do n't lower cholesterol study finds . 	[]
LONDON 1996-08-22 	[]
Garlic pills may not lower blood cholesterol and studies that show they do may be flawed British researchers have reported . 	[]
A study by a team of doctors at Oxford University has found people with high blood cholesterol do not benefit significantly from taking garlic tablets . 	[]
The study involved 115 people with high blood cholesterol levels . 	[]
"They were given 900 milligrams a day of dried garlic powder or placebo tablets . "" "	[]
"There were no significant differences between the groups receiving garlic and placebo "" they wrote in the Journal of the Royal College of Physicians . "	[]
Those taking part were told to eat a low-fat diet for six weeks before they started taking the pills and their blood cholesterol measured before and after the six-week period . 	[]
The researchers said this would make their findings more accurate . 	[]
Several studies have found garlic pills can lower blood pressure and blood cholesterol . 	[]
But the Oxford team disputed these findings and said either previous trials may have been interpreted incorrectly those taking part were not given special diets beforehand or the duration of the studies may have been too short . 	[]
The six-month trial was funded by the British Heart Foundation and Lichtwer Pharma GmbH which makes Kwai brand garlic tablets . 	[]
The study did not address whether whole garlic could affect cholesterol . 	[]
-- London Newsroom +44 171 542 7950 	[]
Britain gives aid to volcano-hit Caribbean island . 	[]
LONDON 1996-08-22 	[]
Britain said on Thursday it would give 25 million pounds ( $ 39 million ) of development aid to the Caribbean island of Montserrat where much of the population living in the south has fled to avoid a volcano . 	[]
The volcano in the Soufriere hills has erupted three times in the past 13 months and last April some people living in the capital Plymouth and southern areas were evacuated to the north where many are living in public shelters and schools . 	[]
""" This assistance will provide a fast track development programme for the designated ( northern ) safe area "" Britain 's Overseas Development Administration said in a statement . "	[]
Britain gave 8.5 million pounds ( $ 13 million ) to Montserrat which is one of its dependent territories when the volcano first became active . 	[]
"Overseas Development Minister Lynda Chalker said a recent census had shown most Montserratians wanted to remain on the island . "" "	['Lynda', 'Chalker']
"The development of the north will help them to do just that "" she said . "	[]
Tennis - Philippoussis looms for Sampras in U.S. Open . 	['Philippoussis', 'Sampras']
Bill Berkrot 	['Bill', 'Berkrot']
NEW YORK 1996-08-22 	[]
World number one Pete Sampras seeking his first Grand Slam title of the year and women 's top seed Steffi Graf aiming for her third should be able to ease into the year 's final major which begins on Monday . 	['Pete', 'Sampras', 'Steffi', 'Graf']
Sampras opens the defence of his U.S. Open crown against David Rikl of the Czech Republic while top-ranked Graf begins her title defence against Yayuk Basuki of Indonesia . 	['Sampras', 'David', 'Rikl', 'Graf', 'Yayuk', 'Basuki']
Wednesday 's U.S. Open draw ceremony revealed that both title holders should run into their first serious opposition in the third round . 	[]
Looming in Sampras 's future is a likely third-round date with recent nemesis Mark Philippoussis the rising Australian who took out Sampras in the third round of the Australian Open in January . 	['Sampras', 'Mark', 'Philippoussis', 'Sampras']
Sampras avenged that defeat with a straight sets win over the 19-year-old power hitter in the second round at Wimbledon and their rubber match in New York could provide some first-week fireworks . 	['Sampras']
While only a stunning upset will keep Graf from sailing through to a predictable semifinal showdown with third seed Arantxa Sanchez Vicario the German star could also be tested in the third round where she will probably face 28th-ranked veteran Natasha Zvereva of Belarus . 	['Graf', 'Arantxa', 'Sanchez', 'Vicario', 'Natasha', 'Zvereva']
There will be no repeat of last year 's men 's final with eighth-ranked Andre Agassi landing in Sampras 's half of the draw . 	['Andre', 'Agassi', 'Sampras']
Bumping Agassi up to the sixth seeding avoided the possibility that he would run into Sampras as early as the quarter-finals but they could lock horns in the semis . 	['Agassi', 'Sampras']
Olympic champion Agassi meets Karim Alami of Morocco in the first round . 	['Agassi', 'Karim', 'Alami']
Surprise second seed Michael Chang ranked third in the world opens against Czech Daniel Vacek while women 's second seed Monica Seles drew American Anne Miller as her first victim . 	['Michael', 'Chang', 'Daniel', 'Vacek', 'Monica', 'Seles', 'Anne', 'Miller']
Second-ranked Austrian Thomas Muster who was seeded third did not have the luck of the draw with him . 	['Thomas', 'Muster']
In the first round Muster faces American Richey Reneberg who has been playing some of the best tennis of his career of late . 	['Muster', 'Richey', 'Reneberg']
If he survives Muster is seeded to run into either fifth-seeded Wimbledon champion Richard Krajicek of the Netherlands or 12th-seeded American Todd Martin in the quarter-finals in Chang 's half of the draw . 	['Muster', 'Richard', 'Krajicek', 'Todd', 'Martin', 'Chang']
Perhaps the best yet most unfortunate first-round matchup of the men 's competition pits eighth seed Jim Courier against retiring star Stefan Edberg . 	['Jim', 'Courier', 'Stefan', 'Edberg']
The popular Swede is playing his final major tournament next week and the two-time champion 's Grand Slam farewell could well be a one-match affair . 	[]
With the exception of a Philippoussis showdown Sampras looks to have landed in a comfortable quarter of the draw with the likes of Frenchman Cedric Pioline and ailing French Open champion Yevgeny Kafelnikov who is nursing a rib injury in his path . 	['Philippoussis', 'Sampras', 'Cedric', 'Pioline', 'Yevgeny', 'Kafelnikov']
Seles runner-up to Graf last year is seeded to run into fifth-ranked German Anke Huber in the quarter-finals with fourth seed Conchita Martinez or eighth-seeded Olympic champion Lindsay Davenport looking like her most likely semifinal opponents . 	['Seles', 'Graf', 'Anke', 'Huber', 'Conchita', 'Martinez', 'Lindsay', 'Davenport']
But Huber will be tested immediately with a first-round encounter against dangerous 18th-ranked South African Amanda Coetzer . 	['Huber', 'Amanda', 'Coetzer']
Sanchez Vicario runner-up to Graf at the French Open and Wimbledon begins play against a qualifier in a quarter of the draw that includes young talent Martina Hingis the 16th seed before a probable quarter-final clash with seventh-seeded veteran Jana Novotna . 	['Sanchez', 'Vicario', 'Graf', 'Martina', 'Hingis', 'Jana', 'Novotna']
Martinez begins play against Ruxandra Dragomir of Romania . 	['Martinez', 'Ruxandra', 'Dragomir']
-- Sydney Newsroom 61-2 9373-1800 	[]
RTRS - Tennis - Muster upset Philippoussis wins Stoltenberg loses . 	['Muster', 'Philippoussis', 'Stoltenberg']
TORONTO 1996-08-21 	[]
Top-seeded Thomas Muster of Austria was beaten 6-3 7-5 by 123rd-ranked Daniel Nestor of Canada on Wednesday in his first match of the $ 2 million Canadian Open . 	['Thomas', 'Muster', 'Daniel', 'Nestor']
A lefthander with a strong serve Nestor kept the rallies short by constantly attacking the net and the tactic worked in the second-round match against Muster playing his first match after receiving a first-round bye along with the other top eight seeds . 	['Nestor', 'Muster']
The tournament also lost its second seed on the third day of play when second-seeded Goran Ivanisevic of Croatia was beaten 6-7(3-7 ) 6-4 6-4 by unseeded Mikael Tillstrom of Sweden . 	['Goran', 'Ivanisevic', 'Mikael', 'Tillstrom']
Other seeded players advancing were number three Wayne Ferreira of South Africa number four Marcelo Rios of Chile number six MaliVai Washington of the United States and American Todd Martin the seventh seeed . 	['Wayne', 'Ferreira', 'Marcelo', 'Rios', 'MaliVai', 'Washington', 'Todd', 'Martin']
Eighth seed Marc Rosset of Switzerland was eliminated in a one hour 55 minute battle by unseeded Mark Philippoussis of Australia . 	['Marc', 'Rosset', 'Mark', 'Philippoussis']
Philippoussis saved a match point at 5-6 in the third-set tie break before winning 6-3 3-6 7-6 ( 8-6 ) . 	['Philippoussis']
Philippoussis 's compatriot 13th seed Jason Stoltenberg was not as fortunate . 	['Philippoussis', 'Jason', 'Stoltenberg']
He held one match point at 9-8 in a marathon third-set tie break but was beaten 5-7 7-6 ( 7-1 ) 7-6 ( 13-11 ) by unseeded Daniel Vacek of the Czech Republic . 	['Daniel', 'Vacek']
""" I knew I had to serve well and keep the points short and that 's what I was able to do "" said Nestor who ranks 10th in doubles . "	['Nestor']
There were only two service breaks in the match . 	[]
The lanky Canadian broke Muster at 4-3 in the first set and 5-5 in the second before ending the match on his third match point when the Austrian hit a service return long . 	['Muster']
""" I probably did n't hit five ground strokes in the whole match "" said Muster only partly joking . "" "	['Muster']
"The way he was chipping and charging and serving and volleying I did n't really get my timing playing from the baseline . "" "	[]
""" He played a good match took a few chances and every time he was down he was able to come up with a big first serve . "" "	[]
"Playing at night was not Muster 's preference . "" "	['Muster']
"I asked for a day match and they gave me a night match "" he said . "" "	[]
"I do n't like playing under the lights but maybe it would not have made any difference . "" "	[]
Ivanisevic rallied from a 2-5 deficit in the first set but then played erratically against the 44th-ranked Tillstrom who was a surprise winner over his famous compatriot Stefan Edberg in the second round at Wimbledon . 	['Ivanisevic', 'Tillstrom', 'Stefan', 'Edberg']
Ivanisevic hit 32 aces but was outplayed from the back court by the 24-year-old Tillstrom . 	['Ivanisevic', 'Tillstrom']
"The sixth-ranked Ivanisevic who lost in the final at Indianapolis to world number one Pete Sampras of the U.S. last Sunday made a quick getaway after his loss but did say : "" Something was not there when I arrived ( in Toronto ) . "	['Ivanisevic', 'Pete', 'Sampras']
I did n't feel good . 	[]
"And I did n't have a good feeling as soon as I lost in my doubles ( on Tuesday ) . "" "	[]
""" I thought he looked a little unfocused at certain times on his ground strokes "" said Tillstrom . "	['Tillstrom']
The 19-year-old Philippoussis who beat Sampras in the third round of this year 's Australian Open stayed calm in a nervy third-set tie break against Rosset . 	['Philippoussis', 'Sampras', 'Rosset']
""" I 'm pleased because I did n't play that great today but I fought really well "" he said . "" "	[]
When I was down 2-5 in the tiebreak ( in the third set ) I just thought about winning my two serves and hoped that he might get tight . 	[]
"Then he shanked a forehand at to make it 5-all and that helped me back . "" "	[]
Soccer - Results of South Korean pro-soccer games . 	[]
SEOUL 1996-08-22 	[]
Results of South Korean pro-soccer games played on Wednesday . 	[]
Anyang 3 Chonnam 3 ( halftime 2-0 ) 	[]
Puchon 0 Suwon 0 ( halftime 0-0 ) 	[]
Standings after games played on Wednesday ( tabulate under - won drawn lost goals for goals against points ) : 	[]
W D L G / F G / A P 	[]
Puchon 1 1 0 1 0 4 	[]
Chonan 1 0 0 5 4 3 	[]
Anyang 0 2 0 5 5 2 	[]
Suwon 0 2 0 3 3 2 	[]
Pohang 0 1 0 3 3 1 	[]
Pusan 0 1 0 0 2 1 	[]
Chonnam 0 1 1 5 6 1 	[]
Ulsan 0 0 1 4 5 0 	[]
Chonbuk 0 0 0 0 0 0 	[]
Senegal cholera outbreak kills five . 	[]
DAKAR 1996-08-22 	[]
An outbreak of cholera has killed five people in the central Senegal town of Kaolack where health authorities have recorded 291 cases since August 11 a medical official said on Thursday . 	[]
"Doctor Masserigne Ndiaye said medical staff were overwhelmed with work . "" "	['Masserigne', 'Ndiaye']
"People are rushing to the hospital as soon as the first symptoms appear that 's why we have fewer deaths "" he told Reuters by telephone from the town 160 km ( 100 miles ) southeast of the Senegalese capital Dakar . "	[]
Nigerian general takes over Liberia ECOMOG force . 	[]
MONROVIA 1996-08-22 	[]
Nigerian Major General Sam Victor Malu took over on Thursday as commander of the ECOMOG peacekeeping force in Liberia two days after the start of the latest ceasefire in the six-year civil war . 	['Sam', 'Victor', 'Malu']
Malu replaced another Nigerian major general John Inienger who told officers at the handover ceremony that peace was now at hand for Liberia after six years of fighting and more than a dozen failed accords . 	['Malu', 'John', 'Inienger']
""" The search for peace in Liberia has been difficult challenging and sometimes painful . "	[]
