Peter I-PER
: 0
Baa1 0

Sale 0
Amount 0
: 0

Expected 0
Sale 0
Date 0
: 0
08/27/96 0

-- 0
U.S. 0
Municipal 0
Desk 0
212-859-1650 0

Defiant 0
U.S. 0
neo-Nazi 0
jailed 0
by 0
German 0
court 0
. 0

Andrew I-PER
Gray I-PER

HAMBURG 0
Germany 0
1996-08-22 0

A 0
Hamburg 0
court 0
sentenced 0
U.S. 0
neo-Nazi 0
leader 0
Gary I-PER
Lauck I-PER
on 0
Thursday 0
to 0
four 0
years 0
in 0
prison 0
for 0
pumping 0
banned 0
extremist 0
propaganda 0
into 0
Germany 0
from 0
his 0
base 0
in 0
the 0
United 0
States 0
. 0

Lauck I-PER
from 0
Lincoln 0
Nebraska 0
yelled 0
a 0
tirade 0
of 0
abuse 0
at 0
the 0
court 0
after 0
his 0
conviction 0
for 0
inciting 0
racial 0
hatred 0
. 0

" 0
The 0
struggle 0
will 0
go 0
on 0
" 0
the 0
43-year-old 0
shouted 0
in 0
German 0
before 0
being 0
escorted 0
out 0
by 0
security 0
guards 0
. 0

Lauck I-PER
's 0
lawyer 0
vowed 0
he 0
would 0
appeal 0
against 0
the 0
court 0
's 0
decision 0
arguing 0
that 0
his 0
client 0
should 0
have 0
been 0
set 0
free 0
because 0
he 0
had 0
not 0
committed 0
any 0
offence 0
under 0
German 0
law 0
. 0

The 0
German 0
government 0
hailed 0
the 0
conviction 0
as 0
a 0
major 0
victory 0
in 0
the 0
fight 0
against 0
neo-Nazism 0
. 0

Lauck I-PER
's 0
worldwide 0
network 0
has 0
been 0
the 0
main 0
source 0
of 0
anti-Semitic 0
propaganda 0
material 0
flowing 0
into 0
Germany 0
since 0
the 0
1970s 0
. 0

" 0
Lauck I-PER
possessed 0
a 0
well-oiled 0
propaganda 0
machine 0
honed 0
during 0
more 0
than 0
20 0
years 0
" 0
presiding 0
judge 0
Guenter I-PER
Bertram I-PER
told 0
the 0
court 0
. 0

" 0
He 0
set 0
up 0
a 0
propaganda 0
cannon 0
and 0
fired 0
it 0
at 0
Germany 0
. 0
" 0

said 0
Bertram I-PER
who 0
also 0
read 0
out 0
extracts 0
from 0
Lauck I-PER
's 0
material 0
praising 0
Hitler I-PER
as 0
" 0
the 0
greatest 0
of 0
all 0
leaders 0
" 0
and 0
describing 0
the 0
Nazi 0
slaughter 0
of 0
millions 0
of 0
Jews 0
as 0
a 0
myth 0
. 0

Eager 0
to 0
put 0
Lauck I-PER
behind 0
bars 0
quickly 0
and 0
avoid 0
a 0
long 0
and 0
complex 0
trial 0
prosecutor 0
Bernd I-PER
Mauruschat I-PER
limited 0
his 0
charges 0
to 0
offences 0
since 0
1994 0
. 0

He 0
had 0
demanded 0
a 0
five-year 0
jail 0
term 0
but 0
said 0
he 0
was 0
satisfied 0
with 0
the 0
court 0
's 0
sentence 0
. 0

Publishing 0
and 0
distributing 0
neo-Nazi 0
material 0
is 0
illegal 0
in 0
Germany 0
but 0
Lauck I-PER
's 0
defence 0
team 0
had 0
argued 0
that 0
U.S 0
freedom 0
of 0
speech 0
laws 0
meant 0
he 0
was 0
free 0
to 0
produce 0
his 0
swastika-covered 0
books 0
magazines 0
videos 0
and 0
flags 0
in 0
his 0
homeland 0
. 0

Interior 0
Minister 0
Manfred I-PER
Kanther I-PER
said 0
in 0
a 0
statement 0
he 0
" 0
welcomed 0
the 0
prosecution 0
and 0
conviction 0
of 0
one 0
of 0
the 0
ringleaders 0
of 0
international 0
neo-Nazism 0
and 0
biggest 0
distributers 0
of 0
vicious 0
racist 0
publications 0
" 0
. 0

" 0
It 0
is 0
high 0
time 0
he 0
was 0
behind 0
bars 0
" 0
the 0
opposition 0
Social 0
Democrats 0
said 0
in 0
a 0
statement 0
. 0

Lauck I-PER
dressed 0
in 0
a 0
sober 0
blue 0
suit 0
and 0
sporting 0
his 0
trademark 0
Hitleresque 0
black 0
moustache 0
showed 0
no 0
sign 0
of 0
emotion 0
as 0
Bertram I-PER
spent 0
more 0
than 0
an 0
hour 0
reading 0
out 0
the 0
verdict 0
and 0
explaining 0
the 0
court 0
's 0
decision 0
. 0

But 0
as 0
Lauck I-PER
was 0
about 0
to 0
be 0
led 0
away 0
he 0
turned 0
to 0
reporters 0
and 0
blurted 0
out 0
a 0
virtually 0
incomprehensible 0
quick-fire 0
diatribe 0
against 0
the 0
court 0
. 0

" 0
Neither 0
the 0
National 0
Socialists 0
( 0
Nazis 0
) 0
nor 0
the 0
communists 0
dared 0
to 0
kidnap 0
an 0
American 0
citizen 0
" 0
he 0
shouted 0
in 0
an 0
oblique 0
reference 0
to 0
his 0
extradition 0
to 0
Germany 0
from 0
Denmark 0
. 0
" 0

That 0
's 0
the 0
truth 0
. 0
" 0

His 0
attorney 0
Hans-Otto I-PER
Sieg I-PER
told 0
reporters 0
outside 0
the 0
courtroom 0
that 0
the 0
judges 0
had 0
not 0
explained 0
how 0
a 0
German 0
court 0
could 0
judge 0
someone 0
for 0
actions 0
carried 0
out 0
in 0
the 0
United 0
States 0
. 0

Bertram I-PER
said 0
Lauck I-PER
was 0
obsessed 0
by 0
Nazism 0
and 0
devoted 0
his 0
life 0
to 0
leading 0
his 0
National 0
Socialist 0
German 0
Workers 0
' 0
Party 0
Foreign 0
Organisation 0
( 0
NSDAP-AO 0
) 0
which 0
derives 0
its 0
name 0
from 0
the 0
full 0
German 0
title 0
of 0
Hitler I-PER
's 0
Nazi 0
party 0
. 0

During 0
the 0
three-month 0
trial 0
the 0
court 0
dealt 0
mainly 0
with 0
issues 0
of 0
the 0
NSDAP-AO 0
's 0
" 0
NS 0
Kampfruf 0
" 0
( 0
" 0
National 0
Socialist 0
Battle 0
Cry 0
" 0
) 0
magazine 0
filled 0
with 0
references 0
to 0
Aryan 0
supremacy 0
and 0
defamatory 0
statements 0
about 0
Jews 0
. 0

The 0
court 0
rejected 0
Sieg I-PER
's 0
argument 0
that 0
Lauck I-PER
's 0
extradition 0
from 0
Denmark 0
where 0
he 0
was 0
arrested 0
in 0
March 0
last 0
year 0
at 0
the 0
request 0
of 0
German 0
authorities 0
was 0
illegal 0
. 0

Lauck I-PER
was 0
also 0
convicted 0
of 0
disseminating 0
the 0
symbols 0
of 0
anti-constitutional 0
organisations 0
. 0

He 0
will 0
probably 0
be 0
free 0
in 0
around 0
two 0
and 0
a 0
half 0
years 0
. 0

The 0
court 0
ruled 0
that 0
the 0
15 0
months 0
he 0
has 0
spent 0
in 0
custody 0
since 0
his 0
arrest 0
should 0
be 0
subtracted 0
from 0
his 0
prison 0
term 0
. 0

UN 0
official 0
says 0
Iraqi 0
deal 0
will 0
occur 0
" 0
soon 0
" 0
. 0

UNITED 0
NATIONS 0
1996-08-22 0

A 0
senior 0
U.N. 0
official 0
said 0
on 0
Thursday 0
he 0
expected 0
arrangements 0
to 0
implement 0
the 0
Iraqi 0
oil-for-food 0
deal 0
could 0
be 0
completed 0
" 0
quite 0
soon 0
. 0
" 0

" 0
I 0
am 0
reluctant 0
to 0
speculate 0
but 0
we 0
are 0
doing 0
the 0
preparations 0
and 0
the 0
secretary-general 0
is 0
anxious 0
to 0
start 0
the 0
program 0
" 0
said 0
Undersecretary-General 0
Yasushi I-PER
Akashi I-PER
. 0

" 0
It 0
might 0
be 0
sooner 0
than 0
you 0
think 0
" 0
he 0
told 0
reporters 0
after 0
briefing 0
the 0
Security 0
Council 0
on 0
arrangements 0
for 0
monitors 0
needed 0
to 0
carry 0
out 0
the 0
agreement 0
. 0

Akashi I-PER
is 0
head 0
of 0
the 0
Department 0
of 0
Humanitarian 0
affairs 0
. 0

His 0
deputy 0
earlier 0
speculated 0
at 0
least 0
10 0
days 0
. 0

Suspected 0
killers 0
of 0
bishop 0
dead 0
-- 0
Algeria 0
TV 0
. 0

PARIS 0
1996-08-22 0

Algerian 0
security 0
forces 0
have 0
shot 0
dead 0
three 0
Moslem 0
guerrillas 0
suspected 0
of 0
killing 0
a 0
leading 0
French 0
bishop 0
in 0
western 0
Algeria 0
the 0
Algerian 0
state-run 0
television 0
said 0
on 0
Thursday 0
. 0

Security 0
forces 0
also 0
arrested 0
four 0
other 0
men 0
sought 0
for 0
giving 0
support 0
to 0
the 0
slain 0
Moslem 0
rebels 0
the 0
television 0
said 0
. 0

The 0
television 0
which 0
did 0
not 0
say 0
when 0
the 0
security 0
forces 0
killed 0
the 0
rebels 0
said 0
the 0
four 0
arrested 0
men 0
confessed 0
details 0
of 0
the 0
assassination 0
of 0
the 0
French 0
Roman 0
Catholic 0
Bishop 0
Pierre I-PER
Claverie I-PER
. 0

The 0
58-year-old 0
Claverie I-PER
was 0
killed 0
in 0
August 0
1 0
in 0
a 0
bomb 0
blast 0
at 0
his 0
residence 0
in 0
the 0
western 0
Algerian 0
city 0
of 0
Oran 0
hours 0
after 0
he 0
met 0
visiting 0
French 0
Foreign 0
Minister 0
Herve I-PER
de I-PER
Charette I-PER
in 0
Algiers 0
. 0

An 0
estimated 0
Algerians 0
and 0
more 0
than 0
110 0
foreigners 0
have 0
been 0
killed 0
in 0
Algeria 0
's 0
violence 0
pitting 0
Moslem 0
rebels 0
against 0
the 0
Algerian 0
government 0
forces 0
since 0
early 0
1992 0
when 0
the 0
authorities 0
cancelled 0
a 0
general 0
election 0
in 0
which 0
radical 0
Islamists 0
took 0
a 0
commanding 0
lead 0
. 0

German 0
flown 0
cargo 0
January-July 0
rise 0
3.8 0
percent 0
. 0

FRANKFURT 0
1996-08-22 0

The 0
following 0
table 0
shows 0
total 0
flown 0
air 0
cargo 0
volumes 0
in 0
tonnes 0
handled 0
at 0
international 0
German 0
airports 0
January-July 0
1996 0
. 0

The 0
figures 0
exclude 0
trucked 0
airfreight 0
according 0
to 0
the 0
German 0
airports 0
association 0
ADV 0
. 0

Berlin 0
( 0
total 0
) 0
up 0
5.9 0
pct 0

- 0
Tegel 0
up 0
3.1 0

- 0
Tempelhof 0
202 0
down 0
60.0 0

- 0
Schoenefeld 0
up 0
16.8 0

Bremen 0
up 0
13.1 0

Dresden 0
792 0
up 0
11.4 0

Duessseldorf 0
down 0
4.4 0

Frankfurt 0
up 0
1.5 0

Hamburg 0
down 0
3.5 0

Hannover 0
up 0
15.3 0

Koeln 0
( 0
Cologne 0
) 0
up 0
11.8 0

Leipzig 0
/ 0
Halle 0
up 0
45.6 0

Munich 0
up 0
11.8 0

Muenster 0
/ 0
Osnabrueck 0
382 0
up 0
28.2 0

Nuremberg 0
up 0
17.8 0

Saarbruecken 0
626 0
up 0
28.3 0

Stuttgart 0
up 0
11.7 0

TOTAL 0
up 0
3.8 0

- 0
Air 0
Cargo 0
Newsroom 0
Tel+44 0
161 0
542 0
7706 0
Fax+44 0
171 0
542 0
5017 0

Paribas 0
repeats 0
buy 0
on 0
Aegon 0
after 0
results 0
. 0

AMSTERDAM 0
1996-08-22 0

Summary 0
of 0
Aug 0
22 0
research 0
. 0

Company-------------Price---Broker---------------- 0

Aegon 0
83.40 0
Paribas 0

COMMENT 0
: 0
" 0
Not 0
only 0
did 0
Aegon 0
surprise 0
with 0
earnings 0
of 0
711 0
million 0
guilders 0
which 0
were 0
above 0
the 0
top 0
of 0
the 0
expected 0
range 0
it 0
also 0
forecast 0
a 0
similar 0
performance 0
in 0
the 0
second 0
half 0
. 0
" 0

Reiterates 0
previous 0
" 0
buy 0
" 0
recommendation 0
after 0
results 0
. 0

Estimates 0
( 0
Dfl 0
) 0
: 0
EPS 0
P 0
/ 0
E 0
Dividend 0

1996 0
5.83 0
13.8 0
2.75 0

1997 0
6.59 0
12.2 0
3.10 0

-- 0
Amsterdam 0
newsroom 0
+31 0
20 0
504 0
5000 0
( 0
Fax 0
+31 0
20 0
504 0
5040 0
) 0

Clinton I-PER
's 0
Ballybunion 0
fans 0
invited 0
to 0
Chicago 0
. 0

DUBLIN 0
1996-08-22 0

U.S. 0
President 0
Bill I-PER
Clinton I-PER
had 0
to 0
drop 0
the 0
resort 0
of 0
Ballybunion 0
from 0
a 0
whirlwind 0
Irish 0
tour 0
last 0
year 0
. 0

So 0
Ballybunion 0
is 0
going 0
to 0
America 0
instead 0
. 0

Two 0
residents 0
of 0
the 0
Atlantic 0
resort 0
where 0
Clinton I-PER
was 0
to 0
have 0
played 0
golf 0
with 0
the 0
Irish 0
Foreign 0
Minister 0
Dick I-PER
Spring I-PER
have 0
been 0
invited 0
to 0
the 0
Democratic 0
party 0
convention 0
in 0
Chicago 0
on 0
August 0
26-29 0
. 0

They 0
have 0
been 0
asked 0
to 0
bring 0
with 0
them 0
the 0
placards 0
they 0
waved 0
when 0
Clinton I-PER
addressed 0
Ireland 0
at 0
a 0
packed 0
ceremony 0
in 0
Dublin 0
city 0
centre 0
on 0
December 0
1 0
last 0
year 0
. 0

They 0
read 0
: 0
" 0
Ballybunion 0
backs 0
Clinton I-PER
. 0
" 0

" 0
The 0
Democratic 0
party 0
have 0
requested 0
we 0
bring 0
our 0
placards 0
with 0
us 0
. 0

We 0
will 0
be 0
guests 0
of 0
the 0
Kennedys I-PER
" 0
said 0
Frank I-PER
Quilter I-PER
one 0
of 0
the 0
two 0
who 0
have 0
been 0
invited 0
to 0
Chicago 0
. 0

Clinton I-PER
made 0
a 0
triumphant 0
Irish 0
tour 0
to 0
back 0
a 0
Northern 0
Ireland 0
peace 0
process 0
but 0
was 0
forced 0
to 0
drop 0
Ballybunion 0
from 0
a 0
packed 0
schedule 0
at 0
the 0
last 0
minute 0
. 0

Bonn 0
says 0
Moscow 0
has 0
promised 0
to 0
observe 0
ceasefire 0
. 0

BONN 0
1996-08-22 0

Germany 0
said 0
on 0
Thursday 0
it 0
had 0
received 0
assurances 0
from 0
the 0
Russian 0
government 0
that 0
its 0
forces 0
would 0
observe 0
the 0
latest 0
ceasefire 0
in 0
Chechnya 0
. 0

Foreign 0
Ministry 0
spokesman 0
Martin I-PER
Erdmann I-PER
said 0
top 0
Bonn 0
diplomat 0
Wolfgang I-PER
Ischinger I-PER
had 0
been 0
assured 0
by 0
senior 0
Russian 0
officials 0
that 0
the 0
ultimatum 0
to 0
storm 0
and 0
take 0
the 0
Chechen 0
capital 0
of 0
Grozny 0
was 0
not 0
valid 0
. 0

" 0
The 0
Russian 0
side 0
confirmed 0
that 0
the 0
ceasefire 0
is 0
in 0
place 0
and 0
they 0
will 0
keep 0
to 0
it 0
" 0
Erdmann I-PER
told 0
Reuters 0
after 0
speaking 0
by 0
telephone 0
to 0
Ischinger I-PER
who 0
had 0
met 0
the 0
officials 0
on 0
a 0
two-day 0
visit 0
to 0
Moscow 0
. 0

He 0
returned 0
to 0
Bonn 0
on 0
Thursday 0
. 0

Ischinger I-PER
is 0
the 0
political 0
director 0
of 0
Bonn 0
's 0
foreign 0
ministry 0
. 0

Ischinger I-PER
said 0
he 0
met 0
three 0
Russian 0
deputy 0
foreign 0
ministers 0
and 0
a 0
vice 0
defence 0
minister 0
who 0
confirmed 0
Russian 0
Foreign 0
Minister 0
Yevgeny I-PER
Primakov I-PER
's 0
pledge 0
that 0
Moscow 0
would 0
seek 0
a 0
political 0
solution 0
under 0
the 0
aegis 0
of 0
the 0
Organisation 0
for 0
Security 0
and 0
Cooperation 0
in 0
Europe 0
( 0
OSCE 0
) 0
. 0

" 0
The 0
ultimatum 0
( 0
to 0
storm 0
Grozny 0
) 0
is 0
no 0
longer 0
an 0
issue 0
" 0
he 0
said 0
quoting 0
Ischinger I-PER
who 0
had 0
been 0
sent 0
to 0
Moscow 0
by 0
German 0
Foreign 0
Minister 0
Klaus I-PER
Kinkel I-PER
as 0
his 0
personal 0
envoy 0
to 0
urge 0
an 0
end 0
to 0
Moscow 0
's 0
military 0
campaign 0
in 0
the 0
breakaway 0
region 0
. 0

Ischinger I-PER
said 0
the 0
threat 0
of 0
a 0
major 0
assault 0
to 0
take 0
Grozny 0
had 0
been 0
the 0
unauthorised 0
initiative 0
of 0
the 0
commanding 0
general 0
and 0
not 0
Moscow 0
's 0
intention 0
. 0

The 0
officials 0
had 0
been 0
positive 0
about 0
Kinkel I-PER
's 0
request 0
on 0
Wednesday 0
that 0
President 0
Boris I-PER
Yeltsin I-PER
's 0
security 0
chief 0
Alexander I-PER
Lebed I-PER
should 0
on 0
his 0
return 0
to 0
Moscow 0
meet 0
Tim I-PER
Goldiman I-PER
the 0
OSCE 0
representative 0
responsible 0
for 0
Chechnya 0
he 0
said 0
. 0

India 0
says 0
sees 0
no 0
arms 0
race 0
with 0
China 0
Pakistan 0
. 0

NEW 0
DELHI 0
1996-08-22 0

India 0
said 0
on 0
Thursday 0
that 0
its 0
opposition 0
to 0
a 0
global 0
nuclear 0
test 0
ban 0
treaty 0
did 0
not 0
mean 0
New 0
Delhi 0
intended 0
to 0
enter 0
into 0
an 0
arms 0
race 0
with 0
neighbouring 0
Pakistan 0
and 0
China 0
. 0

Foreign 0
Minister 0
I.K. I-PER
Gujral I-PER
was 0
asked 0
at 0
a 0
news 0
conference 0
if 0
India 0
's 0
decision 0
to 0
block 0
adoption 0
of 0
the 0
accord 0
in 0
Geneva 0
would 0
lead 0
to 0
an 0
arms 0
race 0
with 0
Pakistan 0
and 0
China 0
. 0

" 0
I 0
do 0
n't 0
see 0
that 0
possibility 0
because 0
India 0
is 0
not 0
entering 0
into 0
any 0
arms 0
race 0
" 0
he 0
said 0
. 0
" 0

Our 0
not 0
signing 0
a 0
new 0
treaty 0
does 0
not 0
mean 0
we 0
are 0
going 0
in 0
for 0
any 0
new 0
kind 0
of 0
weapons 0
particularly 0
nuclear 0
. 0
" 0

China 0
along 0
with 0
Britain 0
France 0
Russia 0
and 0
the 0
United 0
States 0
is 0
a 0
declared 0
nuclear 0
power 0
. 0

India 0
carried 0
out 0
a 0
nuclear 0
test 0
in 0
1974 0
but 0
says 0
it 0
has 0
not 0
built 0
the 0
bomb 0
. 0

Experts 0
believe 0
both 0
India 0
and 0
Pakistan 0
could 0
quickly 0
assemble 0
nuclear 0
weapons 0
. 0

Gujral I-PER
said 0
he 0
did 0
not 0
expect 0
India 0
's 0
veto 0
of 0
the 0
Comprehensive 0
Test 0
Ban 0
Treaty 0
( 0
CTBT 0
) 0
to 0
damage 0
bilateral 0
ties 0
with 0
other 0
nations 0
. 0

" 0
I 0
do 0
not 0
visualise 0
its 0
straining 0
our 0
bilateral 0
relations 0
with 0
any 0
country 0
. 0

The 0
text 0
has 0
already 0
been 0
blocked 0
" 0
he 0
said 0
. 0

Gujral I-PER
said 0
India 0
would 0
re-examine 0
its 0
position 0
if 0
the 0
treaty 0
particularly 0
a 0
clause 0
providing 0
for 0
its 0
entry 0
into 0
force 0
was 0
modified 0
. 0

Asked 0
what 0
India 0
would 0
do 0
if 0
the 0
pact 0
were 0
forwarded 0
to 0
the 0
United 0
Nations 0
General 0
Assembly 0
Gujral I-PER
said 0
: 0
" 0
That 0
bridge 0
I 0
will 0
cross 0
when 0
I 0
come 0
to 0
it 0
. 0
" 0

In 0
a 0
written 0
statement 0
released 0
at 0
the 0
news 0
conference 0
Gujral I-PER
reiterated 0
India 0
's 0
objections 0
to 0
the 0
treaty 0
under 0
negotiation 0
at 0
the 0
Conference 0
on 0
Disarmament 0
in 0
Geneva 0
. 0

" 0
It 0
is 0
a 0
sad 0
fact 0
that 0
the 0
nuclear 0
weapon 0
states 0
show 0
no 0
interest 0
in 0
giving 0
up 0
their 0
nuclear 0
hegemony 0
" 0
the 0
statement 0
said 0
. 0

Gujral I-PER
said 0
India 0
had 0
national 0
security 0
concerns 0
that 0
made 0
it 0
impossible 0
for 0
New 0
Delhi 0
to 0
sign 0
the 0
CTBT 0
. 0

" 0
Our 0
security 0
concerns 0
oblige 0
us 0
to 0
maintain 0
our 0
nuclear 0
option 0
" 0
he 0
said 0
adding 0
that 0
India 0
had 0
exercised 0
restraint 0
in 0
not 0
carrying 0
out 0
any 0
nuclear 0
tests 0
since 0
the 0
country 0
's 0
lone 0
test 0
blast 0
in 0
1974 0
. 0

He 0
said 0
: 0
" 0
We 0
cannot 0
accept 0
constraints 0
on 0
our 0
option 0
as 0
long 0
as 0
nuclear 0
weapon 0
states 0
continue 0
to 0
rely 0
on 0
their 0
nuclear 0
arsenals 0
for 0
their 0
security 0
" 0
. 0

Britain 0
says 0
death 0
of 0
its 0
citizen 0
will 0
sour 0
ties 0
. 0

DHAKA 0
1996-08-22 0

A 0
British 0
minister 0
expressed 0
his 0
government 0
's 0
official 0
disquiet 0
on 0
Thursday 0
at 0
the 0
recent 0
death 0
of 0
a 0
British 0
citizen 0
of 0
Bangladeshi 0
origin 0
at 0
Dhaka 0
airport 0
. 0

" 0
I 0
have 0
told 0
Bangladesh 0
leaders 0
that 0
British 0
goverment 0
has 0
attached 0
serious 0
importance 0
to 0
the 0
resolution 0
of 0
the 0
tragic 0
death 0
of 0
Siraj I-PER
Mia I-PER
" 0
Under-Secretary 0
of 0
State 0
for 0
Foreign 0
and 0
Commonwealth 0
Affairs 0
Liam I-PER
Fox I-PER
Fox I-PER
told 0
reporters 0
. 0

Siraj I-PER
Mia I-PER
died 0
at 0
Dhaka 0
airport 0
on 0
May 0
9 0
during 0
interogation 0
by 0
customs 0
officials 0
after 0
arriving 0
from 0
London 0
. 0

His 0
body 0
bore 0
multiple 0
injuries 0
and 0
his 0
relatives 0
complained 0
that 0
he 0
was 0
murdered 0
. 0

A 0
post-mortem 0
report 0
suggested 0
he 0
might 0
have 0
been 0
tortured 0
. 0

But 0
customs 0
authorities 0
said 0
the 0
passenger 0
was 0
drunk 0
and 0
died 0
of 0
loss 0
of 0
blood 0
from 0
a 0
deep 0
cut 0
in 0
his 0
wrist 0
after 0
he 0
hit 0
a 0
glass 0
sheet 0
. 0

Fox I-PER
who 0
arrived 0
in 0
Bangladesh 0
on 0
Tuesday 0
on 0
four-day 0
visit 0
said 0
Britain 0
wanted 0
Dhaka 0
to 0
act 0
seriously 0
on 0
the 0
case 0
. 0

" 0
This 0
is 0
one 0
of 0
the 0
reasons 0
of 0
my 0
visit 0
here 0
... 0

this 0
is 0
an 0
important 0
issue 0
in 0
our 0
relationship 0
" 0
said 0
Fox I-PER
who 0
is 0
due 0
to 0
leave 0
for 0
Nepal 0
on 0
Friday 0
. 0

Fox I-PER
said 0
the 0
incident 0
had 0
strained 0
relations 0
between 0
the 0
two 0
governments 0
. 0

He 0
said 0
the 0
Mia I-PER
's 0
issue 0
had 0
been 0
raised 0
in 0
the 0
House 0
of 0
Commons 0
. 0

Fox I-PER
said 0
he 0
had 0
brought 0
up 0
the 0
issue 0
at 0
every 0
meeting 0
he 0
had 0
had 0
with 0
government 0
leaders 0
in 0
Dhaka 0
. 0

He 0
said 0
the 0
Bangladesh 0
government 0
had 0
assured 0
him 0
it 0
was 0
taking 0
the 0
matter 0
seriously 0
. 0

" 0
The 0
British 0
government 0
wants 0
a 0
thorough 0
investigation 0
and 0
a 0
just 0
outcome 0
" 0
he 0
said 0
. 0

Fox I-PER
said 0
the 0
British 0
government 0
wanted 0
an 0
end 0
to 0
the 0
alleged 0
harassment 0
of 0
its 0
nationals 0
at 0
Dhaka 0
airport 0
by 0
customs 0
officials 0
. 0

Bangladesh 0
's 0
Criminal 0
Investigation 0
Department 0
has 0
charged 0
two 0
immigration 0
officials 0
in 0
connection 0
with 0
Mia I-PER
's 0
killing 0
. 0

Mia I-PER
a 0
father 0
of 0
five 0
children 0
had 0
a 0
restaurant 0
business 0
in 0
a 0
London 0
suburb 0
. 0

India 0
fears 0
attempts 0
to 0
disrupt 0
Kashmir 0
polls 0
. 0

SRINAGAR 0
India 0
1996-08-22 0

India 0
's 0
Home 0
( 0
interior 0
) 0
Minister 0
accused 0
Pakistan 0
on 0
on 0
Thursday 0
of 0
planning 0
to 0
disrupt 0
state 0
elections 0
in 0
troubled 0
Jammu 0
and 0
Kashmir 0
state 0
. 0

" 0
It 0
seems 0
that 0
from 0
across 0
the 0
border 0
there 0
is 0
going 0
to 0
be 0
a 0
planned 0
attempt 0
to 0
disrupt 0
the 0
elections 0
" 0
Inderjit I-PER
Gupta I-PER
told 0
reporters 0
in 0
the 0
state 0
capital 0
Srinagar 0
. 0

The 0
local 0
polls 0
next 0
month 0
will 0
be 0
the 0
first 0
since 0
1987 0
in 0
the 0
state 0
clamped 0
under 0
direct 0
rule 0
from 0
New 0
Delhi 0
since 0
1990 0
. 0

India 0
has 0
often 0
accused 0
Pakistan 0
of 0
abetting 0
militancy 0
in 0
the 0
valley 0
a 0
charge 0
Islamabad 0
has 0
always 0
denied 0
. 0

Gupta I-PER
said 0
there 0
might 0
be 0
an 0
increase 0
in 0
the 0
number 0
of 0
people 0
infiltrating 0
the 0
Kashmir 0
valley 0
to 0
create 0
disturbance 0
in 0
the 0
region 0
. 0

" 0
We 0
noticed 0
among 0
the 0
people 0
who 0
come 0
from 0
across 0
the 0
border 0
there 0
is 0
a 0
growing 0
number 0
of 0
foreign 0
mercenaries 0
" 0
Gupta I-PER
said 0
. 0

India 0
and 0
Pakistan 0
have 0
fought 0
two 0
of 0
their 0
three 0
wars 0
over 0
the 0
troubled 0
region 0
of 0
Kashmir 0
since 0
independence 0
from 0
Britain 0
in 0
1947 0
. 0

Prime 0
Minister 0
H.D. I-PER
Deve I-PER
Gowda I-PER
's 0
centre-left 0
government 0
hopes 0
the 0
elections 0
will 0
help 0
restore 0
normality 0
and 0
democratic 0
rule 0
in 0
Jammu 0
and 0
Kashmir 0
where 0
more 0
than 0
people 0
have 0
died 0
in 0
insurgency-related 0
violence 0
since 0
1990 0
. 0

Over 0
a 0
dozen 0
militant 0
groups 0
are 0
fighting 0
New 0
Delhi 0
's 0
rule 0
in 0
the 0
state 0
. 0

Dhaka 0
stocks 0
end 0
up 0
on 0
gains 0
by 0
engineering 0
banks 0
. 0

DHAKA 0
1996-08-22 0

Dhaka 0
stocks 0
edged 0
up 0
on 0
sharply 0
higher 0
volume 0
as 0
engineering 0
and 0
cash 0
shares 0
gained 0
amid 0
buying 0
by 0
both 0
small 0
and 0
institutional 0
investors 0
brokers 0
said 0
. 0

The 0
Dhaka 0
Stock 0
Exchange 0
( 0
DSE 0
) 0
all-share 0
price 0
index 0
rose 0
8.05 0
points 0
or 0
0.7 0
percent 0
to 0
on 0
a 0
turnover 0
of 0
146.2 0
million 0
taka 0
. 0

Of 0
the 0
total 0
119 0
issues 0
traded 0
71 0
closed 0
higher 0
44 0
ended 0
lower 0
and 0
four 0
remained 0
unchanged 0
. 0

. 0

National 0
Bank 0
rose 0
12.71 0
taka 0
to 0
228.7 0
Eastern 0
Cables 0
gained 0
20.37 0
to 0
677.98 0
and 0
Apex 0
Tannery 0
lost 0
22.72 0
to 0
597 0
. 0

Brokers 0
said 0
the 0
stocks 0
recovered 0
early 0
losses 0
to 0
edge 0
up 0
at 0
close 0
because 0
of 0
institutional 0
support 0
and 0
short-covering 0
ahead 0
of 0
Friday 0
weekend 0
. 0

India 0
RBI 0
chief 0
sees 0
cut 0
in 0
cash 0
reserve 0
ratio 0
. 0

NEW 0
DELHI 0
1996-08-22 0

The 0
Reserve 0
bank 0
of 0
India 0
governor 0
C. I-PER
Rangarajan I-PER
said 0
on 0
Thursday 0
that 0
he 0
expected 0
the 0
cash 0
reserve 0
ratio 0
( 0
CRR 0
) 0
maintained 0
by 0
banks 0
to 0
be 0
reduced 0
over 0
the 0
medium 0
term 0
. 0

" 0
Over 0
the 0
medium 0
term 0
yes 0
" 0
he 0
told 0
Reuters 0
after 0
addressing 0
industrialists 0
in 0
the 0
capital 0
. 0

He 0
